scaled_log_Land lease value (IDR),scaled_log_Labor cost (IDR),scaled_log_Seed purchase value (IDR),scaled_log_Fertilizer purchase value (IDR),scaled_log_Pesticide purchase value (IDR),scaled_log_Equipment rent value (IDR),scaled_log_Production value (IDR),scaled_log_Land area (m2),Regency,Regency_encoded
-0.1048912855165701,-0.3001126447305454,-0.0836781937980945,-0.1036692030982211,-0.1055413344492925,-0.114092174066568,0.0060476300442186,-0.0966805587656471,Garut,0
-0.3166884478380742,-0.3609115324599208,-0.3194681214936815,-0.3394593213956994,-0.3261209636816008,-0.4362410909682781,-0.2464105887036903,-0.3324174831045194,Garut,0
0.4983776145693021,-0.1087626061557061,0.1572540539343188,0.1372630636484282,0.1198490485231838,0.0062671891897499,-0.3867001615762693,0.1442463931105189,Garut,0
-0.0605414895623932,-0.3609115324599208,-0.0518078917798947,-0.0717988898092723,-0.0757269040414663,-0.0857795175523986,0.0295920321665117,-0.0648133920606915,Garut,0
-0.0303659999656746,-0.3609115324599208,-0.0518078917798947,-0.0717988898092723,-0.0757269040414663,1.15979961067429,0.3158614196494664,-0.0648133920606915,Garut,0
1.048274955959578,1.3870034170667214,1.200122828688904,1.1801309383980982,1.0954461371751456,1.079717971536995,1.3767597565434129,1.1873654979409702,Garut,0
-0.1350667739476447,-0.3609115324599208,-0.1172720286995037,-0.1372630532169848,-0.2340688936981068,-0.143416206387856,-0.0142362220516418,-0.1302701609322276,Garut,0
-0.0891688207285689,-0.3001126447305454,-0.0836781937980945,-0.1036692030982211,-0.1055413344492925,-0.114092174066568,0.0060476300442186,-0.0966805587656471,Garut,0
-0.0303659999656746,-0.3609115324599208,-0.0518078917798947,-0.0717988898092723,-0.0757269040414663,-0.4256475895194538,0.3158614196494664,-0.0648133920606915,Garut,0
-0.049033646750423,-0.3609115324599208,-0.0214928680424233,-0.0414838580682872,-0.0473674225176158,-0.0584107925080375,0.4629516666620222,-0.0345005950790825,Garut,0
-0.0017386679835478,-0.3609115324599208,-0.4824838747627679,-0.5024753461356359,-0.4786208010091002,-0.6410446320045904,-0.8855021824368001,-0.4953577678744467,Garut,0
0.1115247743237248,-0.3609115324599208,-0.2734223149694121,-0.2934134609564537,-0.2830454871812681,-0.5627964536204201,-0.8368729423641185,-0.286386667546044,Garut,0
0.3837171357238669,-0.1087626061557061,-0.0214928680424233,-0.0414838580682872,-0.0473674225176158,0.2789444283618184,-0.618230481129464,-0.0345005950790825,Garut,0
0.376324833137065,-0.1087626061557061,0.021374804690917,0.0013838217081944,-0.0072650265350406,-0.3407285145980098,-0.4265414798182091,0.0083651174719034,Garut,0
-1.0605409469553992,-0.3609115324599208,-0.3692013684262558,-0.3891926371388966,-0.3726460013646456,-0.3845897825482297,-0.7121626938802741,-0.3821315988192768,Garut,0
-1.1622963828777606,-0.0825875058661221,-0.4824838747627679,-0.5024753461356359,-0.4786208010091002,-0.588059510379741,-0.6391583702006775,-0.4953577678744467,Garut,0
-1.1622963828777606,-0.0825875058661221,-0.3173935486849233,-0.5024753461356359,-0.4786208010091002,-0.588059510379741,-0.6391583702006775,-0.4953577678744467,Garut,0
-1.1622963828777606,-0.0825875058661221,-0.3173935486849233,-0.5024753461356359,-0.6311203287966946,-0.588059510379741,-0.6391583702006775,-0.4953577678744467,Garut,0
0.3378191745118017,-0.1803999380494857,-0.0214928680424233,-0.0414838580682872,-0.0473674225176158,-0.4800373355866784,-0.5782683587824635,-0.0345005950790825,Garut,0
0.1137981405736189,-0.3609115324599208,-0.3692013684262558,-0.3891926371388966,-0.3726460013646456,-0.5144893048928052,-0.8662178371533861,-0.3821315988192768,Garut,0
0.3738388126109689,-0.1087626061557061,0.0186071615836676,-0.0013838217081933,-0.0098541366547362,-0.2249550115147698,-0.438979078150549,0.0055975604338664,Garut,0
0.2132803772993068,-0.3609115324599208,-0.1601396799927741,-0.1801307292002138,-0.1770704746250085,-0.4341114271012783,-0.6988376941432582,-0.1731309453165953,Garut,0
-0.5491497916740087,-0.1087626061557061,0.086838971626637,0.066847990426459,0.0539762332310326,-0.143416206387856,-0.3240500051650324,0.0738287863678153,Garut,0
-0.7754440437920339,-0.2630991513700902,-0.0518078917798947,-0.0717988898092723,-0.0757269040414663,-0.4256475895194538,-0.432730944593219,-0.0648133920606915,Garut,0
0.1147049005504827,-0.3609115324599208,-0.4120689661194425,-0.4320603036389989,-0.4127482731484302,-0.4341114271012783,-0.8708351794538882,-0.4249800677452063,Garut,0
